sample_id,split,npz_file,npz_index,task,label,label_name,x,y,x_norm,y_norm,position_bin,shape_id
position_train_01369,position_train,position_train.npz,1369,absolute_position,9,position_bin_9,9,18,-0.419355,0.161290,9,0
position_train_01370,position_train,position_train.npz,1370,absolute_position,9,position_bin_9,13,18,-0.161290,0.161290,9,0
position_train_01371,position_train,position_train.npz,1371,absolute_position,9,position_bin_9,10,23,-0.354839,0.483871,9,0
position_train_01372,position_train,position_train.npz,1372,absolute_position,9,position_bin_9,14,19,-0.096774,0.225806,9,0
position_train_01373,position_train,position_train.npz,1373,absolute_position,9,position_bin_9,15,17,-0.032258,0.096774,9,0
position_train_01374,position_train,position_train.npz,1374,absolute_position,9,position_bin_9,11,17,-0.290323,0.096774,9,0
position_train_01375,position_train,position_train.npz,1375,absolute_position,9,position_bin_9,15,22,-0.032258,0.419355,9,0
position_train_01376,position_train,position_train.npz,1376,absolute_position,9,position_bin_9,13,19,-0.161290,0.225806,9,0
position_train_01377,position_train,position_train.npz,1377,absolute_position,9,position_bin_9,15,23,-0.032258,0.483871,9,0
position_train_01378,position_train,position_train.npz,1378,absolute_position,9,position_bin_9,13,22,-0.161290,0.419355,9,0
position_train_01379,position_train,position_train.npz,1379,absolute_position,9,position_bin_9,9,22,-0.419355,0.419355,9,0
position_train_01380,position_train,position_train.npz,1380,absolute_position,9,position_bin_9,10,21,-0.354839,0.354839,9,0
position_train_01381,position_train,position_train.npz,1381,absolute_position,9,position_bin_9,13,16,-0.161290,0.032258,9,0
position_train_01382,position_train,position_train.npz,1382,absolute_position,9,position_bin_9,13,20,-0.161290,0.290323,9,0
position_train_01383,position_train,position_train.npz,1383,absolute_position,9,position_bin_9,13,18,-0.161290,0.161290,9,0
position_train_01384,position_train,position_train.npz,1384,absolute_position,9,position_bin_9,14,23,-0.096774,0.483871,9,0
position_train_01385,position_train,position_train.npz,1385,absolute_position,9,position_bin_9,9,22,-0.419355,0.419355,9,0
position_train_01386,position_train,position_train.npz,1386,absolute_position,9,position_bin_9,14,16,-0.096774,0.032258,9,0
position_train_01387,position_train,position_train.npz,1387,absolute_position,9,position_bin_9,12,21,-0.225806,0.354839,9,0
position_train_01388,position_train,position_train.npz,1388,absolute_position,9,position_bin_9,10,18,-0.354839,0.161290,9,0
position_train_01389,position_train,position_train.npz,1389,absolute_position,9,position_bin_9,9,16,-0.419355,0.032258,9,0
position_train_01390,position_train,position_train.npz,1390,absolute_position,9,position_bin_9,11,20,-0.290323,0.290323,9,0
position_train_01391,position_train,position_train.npz,1391,absolute_position,9,position_bin_9,10,20,-0.354839,0.290323,9,0
position_train_01392,position_train,position_train.npz,1392,absolute_position,9,position_bin_9,15,23,-0.032258,0.483871,9,0
position_train_01393,position_train,position_train.npz,1393,absolute_position,9,position_bin_9,15,18,-0.032258,0.161290,9,0
position_train_01394,position_train,position_train.npz,1394,absolute_position,9,position_bin_9,14,19,-0.096774,0.225806,9,0
position_train_01395,position_train,position_train.npz,1395,absolute_position,9,position_bin_9,8,21,-0.483871,0.354839,9,0
position_train_01396,position_train,position_train.npz,1396,absolute_position,9,position_bin_9,10,23,-0.354839,0.483871,9,0
position_train_01397,position_train,position_train.npz,1397,absolute_position,9,position_bin_9,8,19,-0.483871,0.225806,9,0
position_train_01398,position_train,position_train.npz,1398,absolute_position,9,position_bin_9,10,19,-0.354839,0.225806,9,0
position_train_01399,position_train,position_train.npz,1399,absolute_position,9,position_bin_9,8,20,-0.483871,0.290323,9,0
position_train_01400,position_train,position_train.npz,1400,absolute_position,9,position_bin_9,8,20,-0.483871,0.290323,9,0
position_train_01401,position_train,position_train.npz,1401,absolute_position,9,position_bin_9,12,21,-0.225806,0.354839,9,0
position_train_01402,position_train,position_train.npz,1402,absolute_position,9,position_bin_9,13,17,-0.161290,0.096774,9,0
position_train_01403,position_train,position_train.npz,1403,absolute_position,9,position_bin_9,14,19,-0.096774,0.225806,9,0
position_train_01404,position_train,position_train.npz,1404,absolute_position,9,position_bin_9,14,16,-0.096774,0.032258,9,0
position_train_01405,position_train,position_train.npz,1405,absolute_position,9,position_bin_9,14,23,-0.096774,0.483871,9,0
position_train_01406,position_train,position_train.npz,1406,absolute_position,9,position_bin_9,8,16,-0.483871,0.032258,9,0
position_train_01407,position_train,position_train.npz,1407,absolute_position,9,position_bin_9,9,17,-0.419355,0.096774,9,0
position_train_01408,position_train,position_train.npz,1408,absolute_position,9,position_bin_9,15,19,-0.032258,0.225806,9,0
position_train_01409,position_train,position_train.npz,1409,absolute_position,9,position_bin_9,9,23,-0.419355,0.483871,9,0
position_train_01410,position_train,position_train.npz,1410,absolute_position,9,position_bin_9,10,19,-0.354839,0.225806,9,0
position_train_01411,position_train,position_train.npz,1411,absolute_position,9,position_bin_9,15,17,-0.032258,0.096774,9,0
position_train_01412,position_train,position_train.npz,1412,absolute_position,9,position_bin_9,14,21,-0.096774,0.354839,9,0
position_train_01413,position_train,position_train.npz,1413,absolute_position,9,position_bin_9,10,20,-0.354839,0.290323,9,0
position_train_01414,position_train,position_train.npz,1414,absolute_position,9,position_bin_9,10,20,-0.354839,0.290323,9,0
position_train_01415,position_train,position_train.npz,1415,absolute_position,9,position_bin_9,10,21,-0.354839,0.354839,9,0
position_train_01416,position_train,position_train.npz,1416,absolute_position,9,position_bin_9,11,22,-0.290323,0.419355,9,0
position_train_01417,position_train,position_train.npz,1417,absolute_position,9,position_bin_9,11,21,-0.290323,0.354839,9,0
position_train_01418,position_train,position_train.npz,1418,absolute_position,9,position_bin_9,14,21,-0.096774,0.354839,9,0
position_train_01419,position_train,position_train.npz,1419,absolute_position,9,position_bin_9,11,16,-0.290323,0.032258,9,0
position_train_01420,position_train,position_train.npz,1420,absolute_position,9,position_bin_9,13,16,-0.161290,0.032258,9,0
position_train_01421,position_train,position_train.npz,1421,absolute_position,9,position_bin_9,8,20,-0.483871,0.290323,9,0
position_train_01422,position_train,position_train.npz,1422,absolute_position,9,position_bin_9,10,21,-0.354839,0.354839,9,0
position_train_01423,position_train,position_train.npz,1423,absolute_position,9,position_bin_9,15,19,-0.032258,0.225806,9,0
position_train_01424,position_train,position_train.npz,1424,absolute_position,9,position_bin_9,14,16,-0.096774,0.032258,9,0
position_train_01425,position_train,position_train.npz,1425,absolute_position,9,position_bin_9,12,20,-0.225806,0.290323,9,0
position_train_01426,position_train,position_train.npz,1426,absolute_position,9,position_bin_9,12,22,-0.225806,0.419355,9,0
position_train_01427,position_train,position_train.npz,1427,absolute_position,9,position_bin_9,15,19,-0.032258,0.225806,9,0
position_train_01428,position_train,position_train.npz,1428,absolute_position,9,position_bin_9,9,16,-0.419355,0.032258,9,0
position_train_01429,position_train,position_train.npz,1429,absolute_position,9,position_bin_9,10,17,-0.354839,0.096774,9,0
position_train_01430,position_train,position_train.npz,1430,absolute_position,9,position_bin_9,10,21,-0.354839,0.354839,9,0
position_train_01431,position_train,position_train.npz,1431,absolute_position,9,position_bin_9,15,20,-0.032258,0.290323,9,0
position_train_01432,position_train,position_train.npz,1432,absolute_position,9,position_bin_9,8,19,-0.483871,0.225806,9,0
position_train_01433,position_train,position_train.npz,1433,absolute_position,9,position_bin_9,10,19,-0.354839,0.225806,9,0
position_train_01434,position_train,position_train.npz,1434,absolute_position,9,position_bin_9,8,21,-0.483871,0.354839,9,0
position_train_01435,position_train,position_train.npz,1435,absolute_position,9,position_bin_9,11,22,-0.290323,0.419355,9,0
position_train_01436,position_train,position_train.npz,1436,absolute_position,9,position_bin_9,10,18,-0.354839,0.161290,9,0
position_train_01437,position_train,position_train.npz,1437,absolute_position,9,position_bin_9,14,19,-0.096774,0.225806,9,0
position_train_01438,position_train,position_train.npz,1438,absolute_position,9,position_bin_9,13,19,-0.161290,0.225806,9,0
position_train_01439,position_train,position_train.npz,1439,absolute_position,9,position_bin_9,11,16,-0.290323,0.032258,9,0
position_train_01440,position_train,position_train.npz,1440,absolute_position,10,position_bin_10,23,20,0.483871,0.290323,10,0
position_train_01441,position_train,position_train.npz,1441,absolute_position,10,position_bin_10,22,23,0.419355,0.483871,10,0
position_train_01442,position_train,position_train.npz,1442,absolute_position,10,position_bin_10,20,22,0.290323,0.419355,10,0
position_train_01443,position_train,position_train.npz,1443,absolute_position,10,position_bin_10,18,18,0.161290,0.161290,10,0
position_train_01444,position_train,position_train.npz,1444,absolute_position,10,position_bin_10,19,17,0.225806,0.096774,10,0
position_train_01445,position_train,position_train.npz,1445,absolute_position,10,position_bin_10,21,19,0.354839,0.225806,10,0
position_train_01446,position_train,position_train.npz,1446,absolute_position,10,position_bin_10,20,21,0.290323,0.354839,10,0
position_train_01447,position_train,position_train.npz,1447,absolute_position,10,position_bin_10,16,21,0.032258,0.354839,10,0
position_train_01448,position_train,position_train.npz,1448,absolute_position,10,position_bin_10,22,16,0.419355,0.032258,10,0
position_train_01449,position_train,position_train.npz,1449,absolute_position,10,position_bin_10,17,18,0.096774,0.161290,10,0
position_train_01450,position_train,position_train.npz,1450,absolute_position,10,position_bin_10,17,22,0.096774,0.419355,10,0
position_train_01451,position_train,position_train.npz,1451,absolute_position,10,position_bin_10,17,20,0.096774,0.290323,10,0
position_train_01452,position_train,position_train.npz,1452,absolute_position,10,position_bin_10,20,21,0.290323,0.354839,10,0
position_train_01453,position_train,position_train.npz,1453,absolute_position,10,position_bin_10,21,17,0.354839,0.096774,10,0
position_train_01454,position_train,position_train.npz,1454,absolute_position,10,position_bin_10,21,22,0.354839,0.419355,10,0
position_train_01455,position_train,position_train.npz,1455,absolute_position,10,position_bin_10,16,22,0.032258,0.419355,10,0
position_train_01456,position_train,position_train.npz,1456,absolute_position,10,position_bin_10,23,20,0.483871,0.290323,10,0
position_train_01457,position_train,position_train.npz,1457,absolute_position,10,position_bin_10,17,20,0.096774,0.290323,10,0
position_train_01458,position_train,position_train.npz,1458,absolute_position,10,position_bin_10,23,17,0.483871,0.096774,10,0
position_train_01459,position_train,position_train.npz,1459,absolute_position,10,position_bin_10,16,21,0.032258,0.354839,10,0
position_train_01460,position_train,position_train.npz,1460,absolute_position,10,position_bin_10,22,21,0.419355,0.354839,10,0
position_train_01461,position_train,position_train.npz,1461,absolute_position,10,position_bin_10,17,22,0.096774,0.419355,10,0
position_train_01462,position_train,position_train.npz,1462,absolute_position,10,position_bin_10,16,21,0.032258,0.354839,10,0
position_train_01463,position_train,position_train.npz,1463,absolute_position,10,position_bin_10,21,22,0.354839,0.419355,10,0
position_train_01464,position_train,position_train.npz,1464,absolute_position,10,position_bin_10,20,19,0.290323,0.225806,10,0
position_train_01465,position_train,position_train.npz,1465,absolute_position,10,position_bin_10,17,16,0.096774,0.032258,10,0
position_train_01466,position_train,position_train.npz,1466,absolute_position,10,position_bin_10,23,19,0.483871,0.225806,10,0
position_train_01467,position_train,position_train.npz,1467,absolute_position,10,position_bin_10,16,20,0.032258,0.290323,10,0
position_train_01468,position_train,position_train.npz,1468,absolute_position,10,position_bin_10,20,16,0.290323,0.032258,10,0
position_train_01469,position_train,position_train.npz,1469,absolute_position,10,position_bin_10,17,18,0.096774,0.161290,10,0
position_train_01470,position_train,position_train.npz,1470,absolute_position,10,position_bin_10,19,17,0.225806,0.096774,10,0
position_train_01471,position_train,position_train.npz,1471,absolute_position,10,position_bin_10,20,17,0.290323,0.096774,10,0
position_train_01472,position_train,position_train.npz,1472,absolute_position,10,position_bin_10,19,22,0.225806,0.419355,10,0
position_train_01473,position_train,position_train.npz,1473,absolute_position,10,position_bin_10,22,20,0.419355,0.290323,10,0
position_train_01474,position_train,position_train.npz,1474,absolute_position,10,position_bin_10,17,16,0.096774,0.032258,10,0
position_train_01475,position_train,position_train.npz,1475,absolute_position,10,position_bin_10,16,20,0.032258,0.290323,10,0
position_train_01476,position_train,position_train.npz,1476,absolute_position,10,position_bin_10,19,22,0.225806,0.419355,10,0
position_train_01477,position_train,position_train.npz,1477,absolute_position,10,position_bin_10,17,22,0.096774,0.419355,10,0
position_train_01478,position_train,position_train.npz,1478,absolute_position,10,position_bin_10,20,20,0.290323,0.290323,10,0
position_train_01479,position_train,position_train.npz,1479,absolute_position,10,position_bin_10,23,23,0.483871,0.483871,10,0
position_train_01480,position_train,position_train.npz,1480,absolute_position,10,position_bin_10,17,22,0.096774,0.419355,10,0
position_train_01481,position_train,position_train.npz,1481,absolute_position,10,position_bin_10,22,19,0.419355,0.225806,10,0
position_train_01482,position_train,position_train.npz,1482,absolute_position,10,position_bin_10,23,16,0.483871,0.032258,10,0
position_train_01483,position_train,position_train.npz,1483,absolute_position,10,position_bin_10,20,20,0.290323,0.290323,10,0
position_train_01484,position_train,position_train.npz,1484,absolute_position,10,position_bin_10,20,16,0.290323,0.032258,10,0
position_train_01485,position_train,position_train.npz,1485,absolute_position,10,position_bin_10,17,20,0.096774,0.290323,10,0
position_train_01486,position_train,position_train.npz,1486,absolute_position,10,position_bin_10,22,17,0.419355,0.096774,10,0
position_train_01487,position_train,position_train.npz,1487,absolute_position,10,position_bin_10,16,21,0.032258,0.354839,10,0
position_train_01488,position_train,position_train.npz,1488,absolute_position,10,position_bin_10,20,21,0.290323,0.354839,10,0
position_train_01489,position_train,position_train.npz,1489,absolute_position,10,position_bin_10,20,20,0.290323,0.290323,10,0
position_train_01490,position_train,position_train.npz,1490,absolute_position,10,position_bin_10,21,16,0.354839,0.032258,10,0
position_train_01491,position_train,position_train.npz,1491,absolute_position,10,position_bin_10,19,20,0.225806,0.290323,10,0
position_train_01492,position_train,position_train.npz,1492,absolute_position,10,position_bin_10,18,19,0.161290,0.225806,10,0
position_train_01493,position_train,position_train.npz,1493,absolute_position,10,position_bin_10,22,18,0.419355,0.161290,10,0
position_train_01494,position_train,position_train.npz,1494,absolute_position,10,position_bin_10,16,22,0.032258,0.419355,10,0
position_train_01495,position_train,position_train.npz,1495,absolute_position,10,position_bin_10,20,16,0.290323,0.032258,10,0
position_train_01496,position_train,position_train.npz,1496,absolute_position,10,position_bin_10,18,20,0.161290,0.290323,10,0
position_train_01497,position_train,position_train.npz,1497,absolute_position,10,position_bin_10,21,22,0.354839,0.419355,10,0
position_train_01498,position_train,position_train.npz,1498,absolute_position,10,position_bin_10,20,18,0.290323,0.161290,10,0
position_train_01499,position_train,position_train.npz,1499,absolute_position,10,position_bin_10,20,23,0.290323,0.483871,10,0
position_train_01500,position_train,position_train.npz,1500,absolute_position,10,position_bin_10,17,20,0.096774,0.290323,10,0
position_train_01501,position_train,position_train.npz,1501,absolute_position,10,position_bin_10,20,21,0.290323,0.354839,10,0
position_train_01502,position_train,position_train.npz,1502,absolute_position,10,position_bin_10,17,17,0.096774,0.096774,10,0
position_train_01503,position_train,position_train.npz,1503,absolute_position,10,position_bin_10,23,21,0.483871,0.354839,10,0
position_train_01504,position_train,position_train.npz,1504,absolute_position,10,position_bin_10,23,20,0.483871,0.290323,10,0
position_train_01505,position_train,position_train.npz,1505,absolute_position,10,position_bin_10,18,16,0.161290,0.032258,10,0
position_train_01506,position_train,position_train.npz,1506,absolute_position,10,position_bin_10,22,19,0.419355,0.225806,10,0
position_train_01507,position_train,position_train.npz,1507,absolute_position,10,position_bin_10,18,23,0.161290,0.483871,10,0
position_train_01508,position_train,position_train.npz,1508,absolute_position,10,position_bin_10,23,16,0.483871,0.032258,10,0
position_train_01509,position_train,position_train.npz,1509,absolute_position,10,position_bin_10,22,20,0.419355,0.290323,10,0
position_train_01510,position_train,position_train.npz,1510,absolute_position,10,position_bin_10,22,16,0.419355,0.032258,10,0
position_train_01511,position_train,position_train.npz,1511,absolute_position,10,position_bin_10,23,23,0.483871,0.483871,10,0
position_train_01512,position_train,position_train.npz,1512,absolute_position,10,position_bin_10,16,23,0.032258,0.483871,10,0
position_train_01513,position_train,position_train.npz,1513,absolute_position,10,position_bin_10,17,17,0.096774,0.096774,10,0
position_train_01514,position_train,position_train.npz,1514,absolute_position,10,position_bin_10,20,22,0.290323,0.419355,10,0
position_train_01515,position_train,position_train.npz,1515,absolute_position,10,position_bin_10,18,19,0.161290,0.225806,10,0
position_train_01516,position_train,position_train.npz,1516,absolute_position,10,position_bin_10,19,21,0.225806,0.354839,10,0
position_train_01517,position_train,position_train.npz,1517,absolute_position,10,position_bin_10,18,23,0.161290,0.483871,10,0
position_train_01518,position_train,position_train.npz,1518,absolute_position,10,position_bin_10,17,19,0.096774,0.225806,10,0
position_train_01519,position_train,position_train.npz,1519,absolute_position,10,position_bin_10,16,16,0.032258,0.032258,10,0
position_train_01520,position_train,position_train.npz,1520,absolute_position,10,position_bin_10,17,17,0.096774,0.096774,10,0
position_train_01521,position_train,position_train.npz,1521,absolute_position,10,position_bin_10,19,21,0.225806,0.354839,10,0
position_train_01522,position_train,position_train.npz,1522,absolute_position,10,position_bin_10,16,21,0.032258,0.354839,10,0
position_train_01523,position_train,position_train.npz,1523,absolute_position,10,position_bin_10,19,16,0.225806,0.032258,10,0
position_train_01524,position_train,position_train.npz,1524,absolute_position,10,position_bin_10,23,20,0.483871,0.290323,10,0
position_train_01525,position_train,position_train.npz,1525,absolute_position,10,position_bin_10,20,18,0.290323,0.161290,10,0
position_train_01526,position_train,position_train.npz,1526,absolute_position,10,position_bin_10,16,19,0.032258,0.225806,10,0
position_train_01527,position_train,position_train.npz,1527,absolute_position,10,position_bin_10,16,17,0.032258,0.096774,10,0
position_train_01528,position_train,position_train.npz,1528,absolute_position,10,position_bin_10,21,23,0.354839,0.483871,10,0
position_train_01529,position_train,position_train.npz,1529,absolute_position,10,position_bin_10,23,22,0.483871,0.419355,10,0
position_train_01530,position_train,position_train.npz,1530,absolute_position,10,position_bin_10,23,21,0.483871,0.354839,10,0
position_train_01531,position_train,position_train.npz,1531,absolute_position,10,position_bin_10,19,19,0.225806,0.225806,10,0
position_train_01532,position_train,position_train.npz,1532,absolute_position,10,position_bin_10,21,22,0.354839,0.419355,10,0
position_train_01533,position_train,position_train.npz,1533,absolute_position,10,position_bin_10,22,19,0.419355,0.225806,10,0
position_train_01534,position_train,position_train.npz,1534,absolute_position,10,position_bin_10,21,20,0.354839,0.290323,10,0
position_train_01535,position_train,position_train.npz,1535,absolute_position,10,position_bin_10,18,16,0.161290,0.032258,10,0
position_train_01536,position_train,position_train.npz,1536,absolute_position,10,position_bin_10,22,18,0.419355,0.161290,10,0
position_train_01537,position_train,position_train.npz,1537,absolute_position,10,position_bin_10,18,22,0.161290,0.419355,10,0
position_train_01538,position_train,position_train.npz,1538,absolute_position,10,position_bin_10,17,20,0.096774,0.290323,10,0
position_train_01539,position_train,position_train.npz,1539,absolute_position,10,position_bin_10,16,22,0.032258,0.419355,10,0
position_train_01540,position_train,position_train.npz,1540,absolute_position,10,position_bin_10,16,21,0.032258,0.354839,10,0
position_train_01541,position_train,position_train.npz,1541,absolute_position,10,position_bin_10,22,23,0.419355,0.483871,10,0
position_train_01542,position_train,position_train.npz,1542,absolute_position,10,position_bin_10,19,16,0.225806,0.032258,10,0
position_train_01543,position_train,position_train.npz,1543,absolute_position,10,position_bin_10,20,22,0.290323,0.419355,10,0
position_train_01544,position_train,position_train.npz,1544,absolute_position,10,position_bin_10,16,18,0.032258,0.161290,10,0
position_train_01545,position_train,position_train.npz,1545,absolute_position,10,position_bin_10,21,22,0.354839,0.419355,10,0
position_train_01546,position_train,position_train.npz,1546,absolute_position,10,position_bin_10,17,23,0.096774,0.483871,10,0
position_train_01547,position_train,position_train.npz,1547,absolute_position,10,position_bin_10,20,17,0.290323,0.096774,10,0
position_train_01548,position_train,position_train.npz,1548,absolute_position,10,position_bin_10,19,18,0.225806,0.161290,10,0
position_train_01549,position_train,position_train.npz,1549,absolute_position,10,position_bin_10,23,20,0.483871,0.290323,10,0
position_train_01550,position_train,position_train.npz,1550,absolute_position,10,position_bin_10,16,19,0.032258,0.225806,10,0
position_train_01551,position_train,position_train.npz,1551,absolute_position,10,position_bin_10,19,22,0.225806,0.419355,10,0
position_train_01552,position_train,position_train.npz,1552,absolute_position,10,position_bin_10,21,19,0.354839,0.225806,10,0
position_train_01553,position_train,position_train.npz,1553,absolute_position,10,position_bin_10,17,18,0.096774,0.161290,10,0
position_train_01554,position_train,position_train.npz,1554,absolute_position,10,position_bin_10,20,19,0.290323,0.225806,10,0
position_train_01555,position_train,position_train.npz,1555,absolute_position,10,position_bin_10,21,22,0.354839,0.419355,10,0
position_train_01556,position_train,position_train.npz,1556,absolute_position,10,position_bin_10,18,22,0.161290,0.419355,10,0
position_train_01557,position_train,position_train.npz,1557,absolute_position,10,position_bin_10,19,22,0.225806,0.419355,10,0
position_train_01558,position_train,position_train.npz,1558,absolute_position,10,position_bin_10,20,21,0.290323,0.354839,10,0
position_train_01559,position_train,position_train.npz,1559,absolute_position,10,position_bin_10,21,19,0.354839,0.225806,10,0
position_train_01560,position_train,position_train.npz,1560,absolute_position,10,position_bin_10,17,22,0.096774,0.419355,10,0
position_train_01561,position_train,position_train.npz,1561,absolute_position,10,position_bin_10,22,23,0.419355,0.483871,10,0
position_train_01562,position_train,position_train.npz,1562,absolute_position,10,position_bin_10,17,16,0.096774,0.032258,10,0
position_train_01563,position_train,position_train.npz,1563,absolute_position,10,position_bin_10,17,16,0.096774,0.032258,10,0
position_train_01564,position_train,position_train.npz,1564,absolute_position,10,position_bin_10,16,22,0.032258,0.419355,10,0
position_train_01565,position_train,position_train.npz,1565,absolute_position,10,position_bin_10,23,23,0.483871,0.483871,10,0
position_train_01566,position_train,position_train.npz,1566,absolute_position,10,position_bin_10,21,19,0.354839,0.225806,10,0
position_train_01567,position_train,position_train.npz,1567,absolute_position,10,position_bin_10,18,23,0.161290,0.483871,10,0
position_train_01568,position_train,position_train.npz,1568,absolute_position,10,position_bin_10,22,21,0.419355,0.354839,10,0
position_train_01569,position_train,position_train.npz,1569,absolute_position,10,position_bin_10,22,20,0.419355,0.290323,10,0
position_train_01570,position_train,position_train.npz,1570,absolute_position,10,position_bin_10,20,18,0.290323,0.161290,10,0
position_train_01571,position_train,position_train.npz,1571,absolute_position,10,position_bin_10,22,21,0.419355,0.354839,10,0
position_train_01572,position_train,position_train.npz,1572,absolute_position,10,position_bin_10,23,20,0.483871,0.290323,10,0
position_train_01573,position_train,position_train.npz,1573,absolute_position,10,position_bin_10,16,20,0.032258,0.290323,10,0
position_train_01574,position_train,position_train.npz,1574,absolute_position,10,position_bin_10,19,18,0.225806,0.161290,10,0
position_train_01575,position_train,position_train.npz,1575,absolute_position,10,position_bin_10,21,19,0.354839,0.225806,10,0
position_train_01576,position_train,position_train.npz,1576,absolute_position,10,position_bin_10,23,17,0.483871,0.096774,10,0
position_train_01577,position_train,position_train.npz,1577,absolute_position,10,position_bin_10,23,16,0.483871,0.032258,10,0
position_train_01578,position_train,position_train.npz,1578,absolute_position,10,position_bin_10,19,20,0.225806,0.290323,10,0
position_train_01579,position_train,position_train.npz,1579,absolute_position,10,position_bin_10,18,19,0.161290,0.225806,10,0
position_train_01580,position_train,position_train.npz,1580,absolute_position,10,position_bin_10,21,22,0.354839,0.419355,10,0
position_train_01581,position_train,position_train.npz,1581,absolute_position,10,position_bin_10,18,22,0.161290,0.419355,10,0
position_train_01582,position_train,position_train.npz,1582,absolute_position,10,position_bin_10,16,18,0.032258,0.161290,10,0
position_train_01583,position_train,position_train.npz,1583,absolute_position,10,position_bin_10,16,20,0.032258,0.290323,10,0
position_train_01584,position_train,position_train.npz,1584,absolute_position,11,position_bin_11,28,22,0.806452,0.419355,11,0
position_train_01585,position_train,position_train.npz,1585,absolute_position,11,position_bin_11,29,17,0.870968,0.096774,11,0
position_train_01586,position_train,position_train.npz,1586,absolute_position,11,position_bin_11,24,16,0.548387,0.032258,11,0
position_train_01587,position_train,position_train.npz,1587,absolute_position,11,position_bin_11,24,20,0.548387,0.290323,11,0
position_train_01588,position_train,position_train.npz,1588,absolute_position,11,position_bin_11,25,23,0.612903,0.483871,11,0
position_train_01589,position_train,position_train.npz,1589,absolute_position,11,position_bin_11,26,23,0.677419,0.483871,11,0
position_train_01590,position_train,position_train.npz,1590,absolute_position,11,position_bin_11,28,19,0.806452,0.225806,11,0
position_train_01591,position_train,position_train.npz,1591,absolute_position,11,position_bin_11,24,22,0.548387,0.419355,11,0
position_train_01592,position_train,position_train.npz,1592,absolute_position,11,position_bin_11,26,20,0.677419,0.290323,11,0
position_train_01593,position_train,position_train.npz,1593,absolute_position,11,position_bin_11,29,20,0.870968,0.290323,11,0
position_train_01594,position_train,position_train.npz,1594,absolute_position,11,position_bin_11,25,22,0.612903,0.419355,11,0
position_train_01595,position_train,position_train.npz,1595,absolute_position,11,position_bin_11,28,20,0.806452,0.290323,11,0
position_train_01596,position_train,position_train.npz,1596,absolute_position,11,position_bin_11,28,20,0.806452,0.290323,11,0
position_train_01597,position_train,position_train.npz,1597,absolute_position,11,position_bin_11,28,19,0.806452,0.225806,11,0
position_train_01598,position_train,position_train.npz,1598,absolute_position,11,position_bin_11,29,16,0.870968,0.032258,11,0
position_train_01599,position_train,position_train.npz,1599,absolute_position,11,position_bin_11,28,19,0.806452,0.225806,11,0
position_train_01600,position_train,position_train.npz,1600,absolute_position,11,position_bin_11,27,20,0.741935,0.290323,11,0
position_train_01601,position_train,position_train.npz,1601,absolute_position,11,position_bin_11,25,20,0.612903,0.290323,11,0
position_train_01602,position_train,position_train.npz,1602,absolute_position,11,position_bin_11,25,20,0.612903,0.290323,11,0
position_train_01603,position_train,position_train.npz,1603,absolute_position,11,position_bin_11,28,17,0.806452,0.096774,11,0
position_train_01604,position_train,position_train.npz,1604,absolute_position,11,position_bin_11,24,23,0.548387,0.483871,11,0
position_train_01605,position_train,position_train.npz,1605,absolute_position,11,position_bin_11,26,22,0.677419,0.419355,11,0
position_train_01606,position_train,position_train.npz,1606,absolute_position,11,position_bin_11,25,22,0.612903,0.419355,11,0
position_train_01607,position_train,position_train.npz,1607,absolute_position,11,position_bin_11,25,17,0.612903,0.096774,11,0
position_train_01608,position_train,position_train.npz,1608,absolute_position,11,position_bin_11,26,17,0.677419,0.096774,11,0
position_train_01609,position_train,position_train.npz,1609,absolute_position,11,position_bin_11,29,17,0.870968,0.096774,11,0
position_train_01610,position_train,position_train.npz,1610,absolute_position,11,position_bin_11,29,18,0.870968,0.161290,11,0
position_train_01611,position_train,position_train.npz,1611,absolute_position,11,position_bin_11,28,20,0.806452,0.290323,11,0
position_train_01612,position_train,position_train.npz,1612,absolute_position,11,position_bin_11,26,17,0.677419,0.096774,11,0
position_train_01613,position_train,position_train.npz,1613,absolute_position,11,position_bin_11,27,19,0.741935,0.225806,11,0
position_train_01614,position_train,position_train.npz,1614,absolute_position,11,position_bin_11,24,16,0.548387,0.032258,11,0
position_train_01615,position_train,position_train.npz,1615,absolute_position,11,position_bin_11,28,23,0.806452,0.483871,11,0
position_train_01616,position_train,position_train.npz,1616,absolute_position,11,position_bin_11,26,16,0.677419,0.032258,11,0
position_train_01617,position_train,position_train.npz,1617,absolute_position,11,position_bin_11,24,17,0.548387,0.096774,11,0
position_train_01618,position_train,position_train.npz,1618,absolute_position,11,position_bin_11,25,21,0.612903,0.354839,11,0
position_train_01619,position_train,position_train.npz,1619,absolute_position,11,position_bin_11,29,18,0.870968,0.161290,11,0
position_train_01620,position_train,position_train.npz,1620,absolute_position,11,position_bin_11,29,20,0.870968,0.290323,11,0
position_train_01621,position_train,position_train.npz,1621,absolute_position,11,position_bin_11,28,16,0.806452,0.032258,11,0
position_train_01622,position_train,position_train.npz,1622,absolute_position,11,position_bin_11,25,21,0.612903,0.354839,11,0
position_train_01623,position_train,position_train.npz,1623,absolute_position,11,position_bin_11,24,23,0.548387,0.483871,11,0
position_train_01624,position_train,position_train.npz,1624,absolute_position,11,position_bin_11,25,16,0.612903,0.032258,11,0
position_train_01625,position_train,position_train.npz,1625,absolute_position,11,position_bin_11,28,19,0.806452,0.225806,11,0
